Problem,Contest,Index,Tags
Magic Five,327,C,"combinatorics, math"
Square and Rectangles,325,A,implementation
Black-and-White Cube,323,A,"combinatorics, constructive algorithms"
Ciel and Flowers,322,B,"combinatorics, math"
Ciel and Robot,321,A,"binary search, implementation, math"
Ping-Pong (Easy Version),320,B,"dfs and similar, graphs"
Malek Dance Club,319,A,"combinatorics, math"
Perfect Pair,317,A,brute force
Good Substrings,316,G1,"hashing, strings"
Summer Homework,316,E1,"brute force, data structures"
EKG,316,B2,"dfs and similar, dp"
EKG,316,B1,"brute force, dfs and similar"
Sereja and Contest,314,A,implementation
Ivan and Powers of Two,305,C,"greedy, implementation"
Continued Fractions,305,B,"brute force, implementation, math"
Strange Addition,305,A,"brute force, constructive algorithms, implementation"
Rectangle Puzzle II,303,B,"implementation, math"
Coach,300,B,"brute force, dfs and similar, graphs"
Fish Weight,297,B,"constructive algorithms, greedy"
Parity Game,297,A,constructive algorithms
Greg and Graph,295,B,"dp, graphs, shortest paths"
Shaass and Bookshelf,294,B,"dp, greedy"
Weird Game,293,A,"games, greedy"
Parallel Programming,291,D,"*special, greedy"
Network Mask,291,C,"*special, bitmasks, brute force, implementation"
WTF?,290,C,"*special, graph matchings, implementation, trees"
QR code,290,B,"*special, implementation"
Polo the Penguin and XOR operation,288,C,"implementation, math"
Polo the Penguin and Houses ,288,B,combinatorics
Pipeline,287,B,"binary search, math"
Cow Program,283,B,"dfs and similar, dp, graphs"
Cows and Sequence,283,A,"constructive algorithms, data structures, implementation"
XOR and OR,282,C,"constructive algorithms, implementation, math"
Painting Eggs,282,B,"greedy, math"
Nearest Fraction,281,B,"brute force, implementation, two pointers"
Ladder,279,C,"dp, implementation, two pointers"
New Problem,278,B,"brute force, strings"
Little Girl and Maximum XOR,276,D,"bitmasks, dp, greedy, implementation, math"
Little Girl and Maximum Sum,276,C,"data structures, greedy, implementation, sortings"
Convex Shape,275,B,"constructive algorithms, implementation"
k-Multiple Free Set,274,A,"binary search, greedy, sortings"
Dima and Two Sequences,272,D,"combinatorics, math, sortings"
Dima and Staircase,272,C,"data structures, implementation"
Secret,271,C,"constructive algorithms, implementation"
Greenhouse Effect,269,B,dp
Magical Boxes,269,A,"greedy, math"
Beautiful Sets of Points,268,C,"constructive algorithms, implementation"
Good Sequences,264,B,"dp, number theory"
Balls and Boxes,260,C,"constructive algorithms, greedy, implementation"
Ancient Prophesy,260,B,"brute force, implementation, strings"
Almost Arithmetical Progression,255,C,"brute force, dp"
Jury Size,254,B,"brute force, implementation"
Text Editor,253,C,"data structures, dfs and similar, graphs, greedy, shortest paths"
Movie Critics,250,C,greedy
Restoring IPv6,250,B,"implementation, strings"
Colorful Graph,246,D,"brute force, dfs and similar, graphs"
Beauty Pageant,246,C,"brute force, constructive algorithms, greedy"
Restoring Table,245,D,"constructive algorithms, greedy"
Game with Coins,245,C,greedy
Undoubtedly Lucky Numbers,244,B,"bitmasks, brute force, dfs and similar"
The Brand New Function,243,A,bitmasks
Easy Tape Programming,239,B,"brute force, implementation"
Primes on Interval,237,C,"binary search, number theory, two pointers"
Young Table,237,B,"implementation, sortings"
LCM Challenge,235,A,number theory
Practice,234,G,"constructive algorithms, divide and conquer, implementation"
Champions' League,234,E,implementation
Cinema,234,D,implementation
Cycles,232,A,"binary search, constructive algorithms, graphs, greedy"
Magic Box,231,D,"brute force, geometry"
To Add or Not to Add,231,C,"binary search, sortings, two pointers"
"Magic, Wizardry and Wonders",231,B,"constructive algorithms, greedy"
Planets,229,B,"binary search, data structures, graphs, shortest paths"
Shifts,229,A,"brute force, two pointers"
Barcode,225,C,"dp, matrices"
Well-known Numbers,225,B,"binary search, greedy, number theory"
Array,224,B,"bitmasks, implementation, two pointers"
Bracket Sequence,223,A,"data structures, expression parsing, implementation"
Choosing Capital for Treeland,219,D,"dfs and similar, dp, graphs, trees"
Color Stripe,219,C,"brute force, dp, greedy"
Spider's Web,216,D,"binary search, sortings, two pointers"
Forming Teams,216,B,"dfs and similar, implementation"
Hometask,214,B,"brute force, constructive algorithms, greedy, math"
Game,213,A,"dfs and similar, greedy"
IT Restaurants,212,E,"dfs and similar, dp, trees"
Multicolored Marbles,209,A,"dp, math"
The Beaver's Problem - 3,207,D7,
The Beaver's Problem - 3,207,D5,
Military Trainings,207,B3,
Military Trainings,207,B1,
Beaver's Calculator 1.0,207,A1,greedy
Little Elephant and Cards,204,B,"binary search, data structures"
Little Elephant and Interval,204,A,"binary search, combinatorics, dp"
Hit Ball,203,D,"geometry, implementation, math"
Brand New Easy Problem,202,B,brute force
Clear Symmetry,201,A,"constructive algorithms, dp, math"
About Bacteria,198,A,"implementation, math"
Plate Game,197,A,"constructive algorithms, games, math"
Cutting Figure,193,A,"constructive algorithms, graphs, trees"
Demonstration,191,B,greedy
Dynasty Puzzles,191,A,dp
STL,190,C,dfs and similar
Array Sorting,188,G,"*special, implementation"
Permutations,187,A,greedy
Zoo,183,B,"brute force, geometry"
Headquarters,183,A,"constructive algorithms, math"
Magic Squares,178,D1,
Smart Beaver and Resolving Collisions,178,C1,
Greedy Merchants,178,B2,
Greedy Merchants,178,B1,
Space Voyage,177,E1,binary search
Encrypting Messages,177,D2,data structures
Party,177,C2,"brute force, dfs and similar, dsu, graphs"
Party,177,C1,"dfs and similar, dsu, graphs"
Word Cut,176,B,dp
Geometry Horse,175,C,"greedy, implementation, sortings, two pointers"
Calendar Reform,172,D,"*special, number theory"
Bus,172,C,"*special, implementation, sortings"
A polyline,171,H,"*special, implementation"
Mysterious numbers - 2,171,G,*special
ucyhf,171,F,"*special, brute force, implementation, number theory"
Wizards and Minimal Spell,168,B,"implementation, strings"
Wizards and Trolleybuses,167,A,"implementation, math"
Tetrahedron,166,E,"dp, math, matrices"
Median,166,C,"greedy, math, sortings"
Another Problem on Strings,165,C,"binary search, brute force, dp, math, strings, two pointers"
Burning Midnight Oil,165,B,"binary search, implementation"
"Variable, or There and Back Again",164,A,"dfs and similar, graphs"
Substring and Subsequence,163,A,dp
Discounts,161,B,"constructive algorithms, greedy, sortings"
Find Pair,160,C,"implementation, math, sortings"
Zebra Tower,159,E,"*special, data structures, greedy, sortings"
Palindrome pairs,159,D,"*special, brute force, dp, strings"
Suspects,156,B,"constructive algorithms, data structures, implementation"
Message,156,A,brute force
Colliders,154,B,"math, number theory"
Hometask,154,A,greedy
A + B,153,A,*special
Quantity of Strings,150,B,"combinatorics, dfs and similar, graphs, math"
Division into Teams,149,C,"greedy, math, sortings"
Martian Clock,149,B,implementation
Terse princess,148,C,"constructive algorithms, greedy"
Escape,148,B,"implementation, math"
Anagram Search,144,C,"implementation, strings"
Help Farmer,142,A,"brute force, math"
New Year Table,140,A,"geometry, math"
Wallpaper,139,B,"implementation, math"
Literature Lesson,138,A,implementation
History,137,C,sortings
Rectangle and Square,135,B,"brute force, geometry, math"
Yet Another Task with Queens,131,E,sortings
Subway,131,D,"dfs and similar, graphs"
Balanced brackets,130,H,*special
CAPS LOCK ON,130,G,*special
Prime factorization,130,F,*special
Tribonacci numbers,130,E,*special
Exponentiation,130,D,*special
Decimal sum,130,C,*special
Statues,128,A,dfs and similar
Password,126,B,"binary search, dp, hashing, string suffix structures, strings"
Hobbits' Party,125,C,"constructive algorithms, greedy"
Lucky Transformation,121,B,strings
Caesar's Legions,118,D,dp
Lawnmower,115,B,"greedy, sortings"
PFAST Inc.,114,B,"bitmasks, brute force, graphs"
Grammar Lessons,113,A,"implementation, strings"
Basketball Team,107,B,"combinatorics, dp, math, probabilities"
Treasure Island,106,D,"brute force, implementation"
Buns,106,C,dp
Transmigration,105,A,implementation
Cthulhu,103,B,"dfs and similar, dsu, graphs"
Buses,101,B,"binary search, data structures, dp"
Rotation,100,I,"*special, geometry, math"
Lamps in a Line,100,E,"*special, math"
World of Mouth,100,D,"*special, strings"
Friendly Numbers,100,B,"*special, implementation"
Help Victoria the Wise,98,A,"brute force, implementation"
Hockey,95,A,"implementation, strings"
Frames,93,A,implementation
Queue,91,B,"binary search, data structures"
Newspaper Headline,91,A,"greedy, strings"
Keyboard,88,B,implementation
Trains,87,A,"implementation, math"
Reflection,86,A,math
Biathlon,84,C,"binary search, implementation"
Sets,82,B,"constructive algorithms, hashing, implementation"
Average Score,81,C,"greedy, math, sortings"
Sequence Formatting,81,B,"implementation, strings"
Points,76,E,"implementation, math"
Plus and xor,76,D,"dp, greedy, math"
Modified GCD,75,C,"binary search, number theory"
Facetook Priority Wall,75,B,"expression parsing, implementation, strings"
Train,74,B,"dp, games, greedy"
The Elder Trolls IV: Oblivon,73,A,"greedy, math"
Goofy Numbers,72,I,"*special, implementation"
Reverse It!,72,H,"*special, implementation"
Round Table Knights,71,C,"dp, math, number theory"
Text Messaging,70,B,"expression parsing, greedy, strings"
Energy exchange,68,B,binary search
Petya and His Friends,66,D,"constructive algorithms, math, number theory"
Harry Potter and the History of Magic,65,B,"brute force, greedy, implementation"
Table,64,C,"*special, greedy, implementation, math"
Expression,64,B,"*special, expression parsing"
Bulls and Cows,63,C,"brute force, implementation"
Title,59,C,expression parsing
Martian Architecture,57,B,implementation
Corporation Mail,56,C,"data structures, expression parsing, implementation"
Smallest number,55,B,brute force
Physical Education,53,D,sortings
Blog Photo,53,B,"binary search, implementation"
Right Triangles,52,B,combinatorics
bHTML Tables Analisys,51,B,expression parsing
Choosing Symbol Pairs,50,B,strings
Disposition,49,C,"constructive algorithms, math"
Sum,49,B,math
Permutations,48,D,greedy
Hamsters and Tigers,46,C,two pointers
Phone Number,44,H,dp
Cola,44,B,implementation
Game of chess unfinished,42,B,implementation
Repaintings,40,B,math
Spelling Check,39,J,"hashing, implementation, strings"
Fractal,36,B,implementation
Animals,35,D,"dp, greedy"
Fire Again,35,C,"brute force, dfs and similar, shortest paths"
Warehouse,35,B,implementation
Road Map,34,D,"dfs and similar, graphs"
Constellation,32,D,implementation
Flea,32,C,math
Schedule,31,C,implementation
Sysadmin Bob,31,B,"greedy, implementation, strings"
Codeforces World Finals,30,B,implementation
Mail Stamps,29,C,"data structures, dfs and similar, graphs, implementation"
Traffic Lights,29,B,implementation
pSort,28,B,"dfs and similar, dsu, graphs"
Bender Problem,28,A,implementation
F1 Champions,24,B,implementation
Party,23,B,"constructive algorithms, graphs, math"
System Administrator,22,C,graphs
Bargaining Table,22,B,"brute force, dp"
BerOS file system,20,A,implementation
Platforms,18,B,"brute force, math"
Triangle,18,A,"brute force, geometry"
Hierarchy,17,B,"dfs and similar, dsu, greedy, shortest paths"
Four Segments,14,C,"brute force, constructive algorithms, geometry, implementation, math"
Jumping Jack,11,B,math
Cinema Cashier,10,B,"dp, implementation"
Memory Manager,7,B,implementation
Mysterious Present,4,D,"dp, sortings"
Winner,2,A,"hashing, implementation"
Spreadsheet,1,B,"implementation, math"
